Ticket_ID,Date_Logged,Customer_ID,Subject,Message_Body,Clean_Ticket,Complaint_Category
T000286,2023-12-18,C0031,Battery dies in 2 days,"My NordLock Pro battery drains in a day.<br>I changed batteries and it still drains quickly.<br>This is unacceptable.<br>Also: battery dies.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100974.","My NordLock Pro battery drains in a day.I changed batteries and it still drains quickly.This is unacceptable.Also: battery dies.—Regards,A very unhappy customer My order #100974.",Piegādes jautājumi
T000256,2023-12-16,C0055,App cannot connect to WiFi,"<p>The app will not connect to the lock.
I tried resetting but it fails.
Is there a fix?

Sent from my Android device</p>

Order number: 100865",The app will not connect to the lock. I tried resetting but it fails. Is there a fix? Sent from my Android device Order number: 100865,Kvalitātes problēmas
T000120,2023-12-06,C0052,Battery dies in 2 days,"My smart lock battery drains in 48 hours.
I tried new batteries and it still drains quickly.
This is unacceptable.

Sent from my Android device

My order #100728.",My smart lock battery drains in 48 hours. I tried new batteries and it still drains quickly. This is unacceptable. Sent from my Android device My order #100728.,Piegādes jautājumi
T000022,2023-11-24,C0160,Where is my order?,"<p>My delivery is stuck.
Tracking shows pending.
Please update me.

<br><br>--<br>NordTech Customer</p>

My order #100305.",My delivery is stuck. Tracking shows pending. Please update me. --NordTech Customer My order #100305.,Piegādes jautājumi
T000122,2023-12-07,C0006,Very disappointed,"The product is defective.
This should not happen.
Please help.
Also: broken.

Sent from my iPhone

Ref: TX-100754",The product is defective. This should not happen. Please help. Also: broken. Sent from my iPhone Ref: TX-100754,Kvalitātes problēmas
T000205,2023-12-13,C0026,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.
I changed batteries and it still dies.
I can't rely on this.

Sent from my Android device

My order #100446.",My NordLock Pro dies in 48 hours. I changed batteries and it still dies. I can't rely on this. Sent from my Android device My order #100446.,Piegādes jautājumi
T000104,2023-12-05,C0106,Refund for my purchase,"<p>I want to get a refund for this product.
It is defective.
I need my money back.
Also: want a refund.

Sent from my Android device</p>

My order #100968.",I want to get a refund for this product. It is defective. I need my money back. Also: want a refund. Sent from my Android device My order #100968.,Naudas atgriešana
T000233,2023-12-15,C0208,Not working as expected,"The product is broken.<br>Poor quality.<br>I want a replacement.<br><br><br><br>--<br>NordTech Customer

My order #100357.",The product is broken.Poor quality.I want a replacement.--NordTech Customer My order #100357.,Kvalitātes problēmas
T000277,2023-12-18,C0008,Battery dies in 2 days,"My smart lock dies in 48 hours.<br>I changed batteries and it still dies.<br>This is unacceptable.<br>Also: dead battery.<br><br>Sent from my iPhone

My order #101131.",My smart lock dies in 48 hours.I changed batteries and it still dies.This is unacceptable.Also: dead battery.Sent from my iPhone My order #101131.,Piegādes jautājumi
T000182,2023-12-11,C0276,Can't connect the app,"The app will not connect to WiFi.
I tried reinstalling the app but it fails.
It worked once and then stopped.

<br><br>--<br>NordTech Customer

Order number: 101147",The app will not connect to WiFi. I tried reinstalling the app but it fails. It worked once and then stopped. --NordTech Customer Order number: 101147,Kvalitātes problēmas
T000226,2023-12-14,C0085,Can't open the door,"I am stuck outside — the lock will not unlock.
The app shows not responding.
I can't get into my house.

<br><br>--<br>NordTech Customer

Order number: 100721",I am stuck outside — the lock will not unlock. The app shows not responding. I can't get into my house. --NordTech Customer Order number: 100721,Piegādes jautājumi
T000085,2023-12-02,C0191,Battery problem with my lock,"My smart lock battery drains in 2 days.
I tried new batteries and it still dies.
I can't rely on this.

<p>Thanks</p><p>Customer</p>

My order #100311.",My smart lock battery drains in 2 days. I tried new batteries and it still dies. I can't rely on this. ThanksCustomer My order #100311.,Piegādes jautājumi
T000141,2023-12-08,C0026,I want a refund,"I want to return this product.<br>It is defective.<br>I need my money back.<br><br>—<br>Regards,<br>A very unhappy customer","I want to return this product.It is defective.I need my money back.—Regards,A very unhappy customer",Naudas atgriešana
T000215,2023-12-13,C0006,Return request,"<p>I want to get a refund for this product.
It is defective.
I need my money back.

<p>Thanks</p><p>Customer</p></p>

My order #101088.",I want to get a refund for this product. It is defective. I need my money back. ThanksCustomer My order #101088.,Naudas atgriešana
T000301,2023-12-19,C0017,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>",The app will not connect to WiFi. I tried resetting but it fails. Please advise. ThanksCustomer,Kvalitātes problēmas
T000157,2023-12-09,C0271,App cannot connect to WiFi,"<p>The app cannot connect to the lock.
I tried resetting but it fails.
It worked once and then stopped.

Sent from my iPhone</p>

Order number: 100752",The app cannot connect to the lock. I tried resetting but it fails. It worked once and then stopped. Sent from my iPhone Order number: 100752,Kvalitātes problēmas
T000290,2023-12-18,C0058,App cannot connect to WiFi,"The app cannot connect to WiFi.
I tried resetting but it fails.
Please advise.
Also: connectivity.

<p>Thanks</p><p>Customer</p>

My order #100774.",The app cannot connect to WiFi. I tried resetting but it fails. Please advise. Also: connectivity. ThanksCustomer My order #100774.,Kvalitātes problēmas
T000178,2023-12-11,C0023,Product defective,"<p>The product is not working.
Poor quality.
What are my options?
Also: defective.

Sent from my Android device</p><br><p>This is unacceptable.</p>

Order number: 101047",The product is not working. Poor quality. What are my options? Also: defective. Sent from my Android deviceThis is unacceptable. Order number: 101047,Piegādes jautājumi
T000149,2023-12-09,C0240,Battery problem with my lock,"<p>My NordLock Pro dies in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: dead battery.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

My order #100487.",My NordLock Pro dies in a day. I tried new batteries and it still drains quickly. This is unacceptable. Also: dead battery. Sent from my iPhoneThis is unacceptable. My order #100487.,Piegādes jautājumi
T000048,2023-11-28,C0064,Battery problem with my lock,"My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
I can't rely on this.

—
Regards,
A very unhappy customer

Order number: 100566","My NordLock Pro battery drains in 48 hours. I changed batteries and it still drains quickly. I can't rely on this. — Regards, A very unhappy customer Order number: 100566",Piegādes jautājumi
T000041,2023-11-27,C0010,Very disappointed,"The product is not working.
Very disappointed.
Please help.

Sent from my Android device

Order number: 100261",The product is not working. Very disappointed. Please help. Sent from my Android device Order number: 100261,Piegādes jautājumi
T000017,2023-11-24,C0033,NordLock Pro won't unlock,"I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.
Also: can't get in.

—
Regards,
A very unhappy customer

Order number: 101185","I am stuck outside — the lock will not unlock. The app shows offline. This is urgent. Also: can't get in. — Regards, A very unhappy customer Order number: 101185",Piegādes jautājumi
T000206,2023-12-13,C0135,Where is my order?,"My delivery is late.
Tracking shows in transit for days.
Where is my order?

—
Regards,
A very unhappy customer

My order #100696.","My delivery is late. Tracking shows in transit for days. Where is my order? — Regards, A very unhappy customer My order #100696.",Piegādes jautājumi
T000137,2023-12-08,C0145,Not working as expected,"<p>The product is not working.
This should not happen.
What are my options?

<br><br>--<br>NordTech Customer</p>

Order number: 100796",The product is not working. This should not happen. What are my options? --NordTech Customer Order number: 100796,Piegādes jautājumi
T000231,2023-12-15,C0271,Can't connect the app,"<p>The app will not connect to the lock.
I tried reinstalling the app but it fails.
Please advise.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>

My order #100752.","The app will not connect to the lock. I tried reinstalling the app but it fails. Please advise. — Regards, A very unhappy customerASAP My order #100752.",Kvalitātes problēmas
T000147,2023-12-09,C0019,Very disappointed,"The product is broken.<br>Poor quality.<br>What are my options?<br><br><br><br>--<br>NordTech Customer

Order number: 100784",The product is broken.Poor quality.What are my options?--NordTech Customer Order number: 100784,Kvalitātes problēmas
T000187,2023-12-11,C0307,Battery problem with my lock,"<p>My NordLock Pro dies in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my iPhone</p><br><p>ASAP</p>

My order #101115.",My NordLock Pro dies in a day. I changed batteries and it still dies. This is unacceptable. Sent from my iPhoneASAP My order #101115.,Piegādes jautājumi
T000310,2023-12-20,C0253,Battery dies in 2 days,"My smart lock dies in a day.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device

My order #100028.",My smart lock dies in a day. I tried new batteries and it still drains quickly. Please help ASAP. Sent from my Android device My order #100028.,Piegādes jautājumi
T000191,2023-12-12,C0122,App cannot connect to WiFi,"The app will not connect to the lock.
I tried pairing again but it fails.
It worked once and then stopped.

—
Regards,
A very unhappy customer

Ref: TX-100503","The app will not connect to the lock. I tried pairing again but it fails. It worked once and then stopped. — Regards, A very unhappy customer Ref: TX-100503",Kvalitātes problēmas
T000088,2023-12-03,C0022,Not working as expected,"The product is broken.
This should not happen.
Please help.

—
Regards,
A very unhappy customer

My order #100627.","The product is broken. This should not happen. Please help. — Regards, A very unhappy customer My order #100627.",Kvalitātes problēmas
T000293,2023-12-18,C0029,NordLock Pro battery drains fast,"My smart lock battery drains in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.

<br><br>--<br>NordTech Customer",My smart lock battery drains in 48 hours. I tried new batteries and it still dies. I can't rely on this. --NordTech Customer,Citi jautājumi
T000276,2023-12-18,C0282,NordLock Pro pairing issue,"The app cannot connect to WiFi.
I tried resetting but it fails.
Please advise.

—
Regards,
A very unhappy customer

Order number: 100815","The app cannot connect to WiFi. I tried resetting but it fails. Please advise. — Regards, A very unhappy customer Order number: 100815",Kvalitātes problēmas
T000079,2023-12-01,C0015,Where is my order?,"My delivery is stuck.<br>Tracking shows pending.<br>Where is my order?<br><br>Sent from my Android device

My order #100509.",My delivery is stuck.Tracking shows pending.Where is my order?Sent from my Android device My order #100509.,Piegādes jautājumi
T000166,2023-12-10,C0229,Battery problem with my lock,"My NordLock Pro battery drains in 2 days.<br>I changed batteries and it still dies.<br>This is unacceptable.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100926",My NordLock Pro battery drains in 2 days.I changed batteries and it still dies.This is unacceptable.ThanksCustomer Order number: 100926,Piegādes jautājumi
T000075,2023-12-01,C0037,Delivery delay,"My delivery is stuck.<br>Tracking shows in transit for days.<br>This is taking too long.<br>Also: still not received.<br><br>Sent from my Android device

Order number: 100504",My delivery is stuck.Tracking shows in transit for days.This is taking too long.Also: still not received.Sent from my Android device Order number: 100504,Piegādes jautājumi
T000140,2023-12-08,C0106,Can't connect the app,"The app cannot connect to the lock.
I tried reinstalling the app but it fails.
It worked once and then stopped.
Also: pairing.

<p>Thanks</p><p>Customer</p>

My order #100968.",The app cannot connect to the lock. I tried reinstalling the app but it fails. It worked once and then stopped. Also: pairing. ThanksCustomer My order #100968.,Kvalitātes problēmas
T000223,2023-12-14,C0010,Return request,"<p>I want to return this product.
It is defective.
I need my money back.
Also: return.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

Ref: TX-100813",I want to return this product. It is defective. I need my money back. Also: return. Sent from my iPhoneThis is unacceptable. Ref: TX-100813,Citi jautājumi
T000151,2023-12-09,C0122,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

Sent from my iPhone</p>

Order number: 100503",The app will not connect to WiFi. I tried resetting but it fails. Please advise. Sent from my iPhone Order number: 100503,Kvalitātes problēmas
T000175,2023-12-11,C0025,Battery dies in 2 days,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
Please help ASAP.
Also: battery drains.

<p>Thanks</p><p>Customer</p></p>

My order #100523.",My smart lock dies in 2 days. I changed batteries and it still dies. Please help ASAP. Also: battery drains. ThanksCustomer My order #100523.,Piegādes jautājumi
T000186,2023-12-11,C0002,Delivery delay,"My delivery is late.
Tracking shows in transit for days.
This is taking too long.

—
Regards,
A very unhappy customer

My order #101165.","My delivery is late. Tracking shows in transit for days. This is taking too long. — Regards, A very unhappy customer My order #101165.",Piegādes jautājumi
T000285,2023-12-18,C0070,Locked out of my home,"I am stuck outside — the lock will not unlock.<br>The app shows not responding.<br>I need immediate assistance.<br><br>Sent from my Android device

My order #100598.",I am stuck outside — the lock will not unlock.The app shows not responding.I need immediate assistance.Sent from my Android device My order #100598.,Piegādes jautājumi
T000176,2023-12-11,C0183,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.
Also: 2 days.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

Order number: 100802",My NordLock Pro dies in 48 hours. I tried new batteries and it still dies. I can't rely on this. Also: 2 days. Sent from my iPhoneThis is unacceptable. Order number: 100802,Piegādes jautājumi
T000275,2023-12-18,C0005,Locked out of my home,"I am stuck outside — the lock will not unlock.<br>The app shows offline.<br>This is urgent.<br><br>—<br>Regards,<br>A very unhappy customer

My order #101076.","I am stuck outside — the lock will not unlock.The app shows offline.This is urgent.—Regards,A very unhappy customer My order #101076.",Piegādes jautājumi
T000251,2023-12-16,C0008,Can't connect the app,"<p>The app cannot connect to the lock.
I tried resetting but it fails.
Please advise.

Sent from my iPhone</p>

Order number: 101131",The app cannot connect to the lock. I tried resetting but it fails. Please advise. Sent from my iPhone Order number: 101131,Kvalitātes problēmas
T000034,2023-11-25,C0020,Product defective,"<p>The product is defective.
Poor quality.
Please help.

—
Regards,
A very unhappy customer</p>

My order #100285.","The product is defective. Poor quality. Please help. — Regards, A very unhappy customer My order #100285.",Piegādes jautājumi
T000139,2023-12-08,C0052,Battery problem with my lock,"<p>My NordLock Pro battery drains in 2 days.
I changed batteries and it still drains quickly.
This is unacceptable.
Also: battery drains.

Sent from my iPhone</p>",My NordLock Pro battery drains in 2 days. I changed batteries and it still drains quickly. This is unacceptable. Also: battery drains. Sent from my iPhone,Citi jautājumi
T000225,2023-12-14,C0187,Can't open the door,"<p>I am locked out — the lock does not respond.
The app shows not responding.
I need immediate assistance.

Sent from my Android device</p><br><p>ASAP</p>",I am locked out — the lock does not respond. The app shows not responding. I need immediate assistance. Sent from my Android deviceASAP,Citi jautājumi
T000283,2023-12-18,C0058,Battery dies in 2 days,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still drains quickly.
This is unacceptable.

Sent from my iPhone</p>",My NordLock Pro dies in 48 hours. I tried new batteries and it still drains quickly. This is unacceptable. Sent from my iPhone,Citi jautājumi
T000317,2023-12-20,C0016,Battery problem with my lock,"My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: 2 days.

<br><br>--<br>NordTech Customer

Order number: 101010",My smart lock dies in 2 days. I changed batteries and it still dies. I can't rely on this. Also: 2 days. --NordTech Customer Order number: 101010,Piegādes jautājumi
T000177,2023-12-11,C0008,Battery problem with my lock,"My smart lock dies in 48 hours.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my iPhone

Ref: TX-100976",My smart lock dies in 48 hours. I tried new batteries and it still dies. This is unacceptable. Sent from my iPhone Ref: TX-100976,Citi jautājumi
T000235,2023-12-15,C0282,Battery problem with my lock,"My NordLock Pro dies in 48 hours.
I changed batteries and it still drains quickly.
I can't rely on this.

Sent from my Android device",My NordLock Pro dies in 48 hours. I changed batteries and it still drains quickly. I can't rely on this. Sent from my Android device,Citi jautājumi
T000012,2023-11-22,C0244,NordLock Pro pairing issue,"<p>The app cannot connect to the lock.
I tried resetting but it fails.
Please advise.
Also: wifi.

Sent from my Android device</p><br><p>ASAP</p>

Ref: TX-100207",The app cannot connect to the lock. I tried resetting but it fails. Please advise. Also: wifi. Sent from my Android deviceASAP Ref: TX-100207,Kvalitātes problēmas
T000046,2023-11-28,C0118,Return request,"<p>I want to return this product.
It is not as described.
Please send return instructions.
Also: money back.

<br><br>--<br>NordTech Customer</p>

Order number: 100914",I want to return this product. It is not as described. Please send return instructions. Also: money back. --NordTech Customer Order number: 100914,Piegādes jautājumi
T000042,2023-11-27,C0182,Delivery delay,"<p>My delivery is stuck.
Tracking shows pending.
Where is my order?
Also: courier.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

My order #100267.",My delivery is stuck. Tracking shows pending. Where is my order? Also: courier. ThanksCustomerThis is unacceptable. My order #100267.,Piegādes jautājumi
T000027,2023-11-25,C0187,Very disappointed,"<p>The product is broken.
Poor quality.
I want a replacement.

<br><br>--<br>NordTech Customer</p>

My order #100628.",The product is broken. Poor quality. I want a replacement. --NordTech Customer My order #100628.,Kvalitātes problēmas
T000032,2023-11-25,C0014,Delivery delay,"My delivery is stuck.
Tracking shows pending.
This is taking too long.

<p>Thanks</p><p>Customer</p>",My delivery is stuck. Tracking shows pending. This is taking too long. ThanksCustomer,Piegādes jautājumi
T000179,2023-12-11,C0075,Battery dies in 2 days,"My NordLock Pro dies in 2 days.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device

Ref: TX-100871",My NordLock Pro dies in 2 days. I tried new batteries and it still drains quickly. Please help ASAP. Sent from my Android device Ref: TX-100871,Citi jautājumi
T000035,2023-11-25,C0157,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
This is unacceptable.
Also: dead battery.

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

Order number: 100059","My NordLock Pro dies in 48 hours. I tried new batteries and it still dies. This is unacceptable. Also: dead battery. — Regards, A very unhappy customerThis is unacceptable. Order number: 100059",Piegādes jautājumi
T000198,2023-12-12,C0052,NordLock Pro battery drains fast,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.

Sent from my iPhone</p>

My order #100999.",My smart lock dies in 2 days. I changed batteries and it still dies. I can't rely on this. Sent from my iPhone My order #100999.,Piegādes jautājumi
T000092,2023-12-03,C0059,Battery problem with my lock,"<p>My NordLock Pro dies in 2 days.
I changed batteries and it still dies.
This is unacceptable.

<br><br>--<br>NordTech Customer</p>

Order number: 100686",My NordLock Pro dies in 2 days. I changed batteries and it still dies. This is unacceptable. --NordTech Customer Order number: 100686,Piegādes jautājumi
T000185,2023-12-11,C0066,Can't connect the app,"<p>The app cannot connect to WiFi.
I tried pairing again but it fails.
It worked once and then stopped.

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

My order #100663.","The app cannot connect to WiFi. I tried pairing again but it fails. It worked once and then stopped. — Regards, A very unhappy customerThis is unacceptable. My order #100663.",Kvalitātes problēmas
T000058,2023-11-29,C0038,App cannot connect to WiFi,"<p>The app cannot connect to the lock.
I tried reinstalling the app but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>

My order #100350.",The app cannot connect to the lock. I tried reinstalling the app but it fails. Please advise. ThanksCustomer My order #100350.,Kvalitātes problēmas
T000265,2023-12-17,C0301,Can't open the door,"<p>I am stuck outside — the lock does not respond.
The app shows not responding.
I need immediate assistance.

—
Regards,
A very unhappy customer</p>

Ref: TX-100644","I am stuck outside — the lock does not respond. The app shows not responding. I need immediate assistance. — Regards, A very unhappy customer Ref: TX-100644",Citi jautājumi
T000109,2023-12-05,C0064,Product defective,"<p>The product is defective.
This should not happen.
What are my options?

<p>Thanks</p><p>Customer</p></p>",The product is defective. This should not happen. What are my options? ThanksCustomer,Citi jautājumi
T000072,2023-11-30,C0005,Not working as expected,"The product is defective.
Very disappointed.
What are my options?

Sent from my iPhone

Order number: 100453",The product is defective. Very disappointed. What are my options? Sent from my iPhone Order number: 100453,Piegādes jautājumi
T000188,2023-12-11,C0029,Battery dies in 2 days,"My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
Please help ASAP.
Also: battery life.

Sent from my Android device",My NordLock Pro battery drains in a day. I changed batteries and it still dies. Please help ASAP. Also: battery life. Sent from my Android device,Citi jautājumi
T000208,2023-12-13,C0011,Battery problem with my lock,"<p>My smart lock battery drains in 48 hours.
I changed batteries and it still drains quickly.
Please help ASAP.

Sent from my iPhone</p>

Ref: TX-100799",My smart lock battery drains in 48 hours. I changed batteries and it still drains quickly. Please help ASAP. Sent from my iPhone Ref: TX-100799,Citi jautājumi
T000162,2023-12-10,C0129,Battery dies in 2 days,"My smart lock dies in a day.<br>I changed batteries and it still dies.<br>I can't rely on this.<br>Also: dead battery.<br><br>Sent from my iPhone

Ref: TX-100074",My smart lock dies in a day.I changed batteries and it still dies.I can't rely on this.Also: dead battery.Sent from my iPhone Ref: TX-100074,Citi jautājumi
T000116,2023-12-06,C0084,NordLock Pro battery drains fast,"<p>My smart lock battery drains in 48 hours.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device</p><br><p>This is unacceptable.</p>

My order #100854.",My smart lock battery drains in 48 hours. I tried new batteries and it still drains quickly. Please help ASAP. Sent from my Android deviceThis is unacceptable. My order #100854.,Piegādes jautājumi
T000155,2023-12-09,C0158,Battery problem with my lock,"My smart lock battery drains in 48 hours.<br>I tried new batteries and it still dies.<br>I can't rely on this.<br><br>—<br>Regards,<br>A very unhappy customer","My smart lock battery drains in 48 hours.I tried new batteries and it still dies.I can't rely on this.—Regards,A very unhappy customer",Citi jautājumi
T000031,2023-11-25,C0224,Refund for my purchase,I want to return this product.<br>It is defective.<br>I need my money back.<br>Also: want a refund.<br><br>Sent from my Android device,I want to return this product.It is defective.I need my money back.Also: want a refund.Sent from my Android device,Naudas atgriešana
T000036,2023-11-25,C0203,Refund for my purchase,"I want to get a refund for this product.
It is not as described.
Please send return instructions.

Sent from my Android device",I want to get a refund for this product. It is not as described. Please send return instructions. Sent from my Android device,Naudas atgriešana
T000073,2023-11-30,C0135,Not working as expected,"<p>The product is not working.
Poor quality.
I want a replacement.

<p>Thanks</p><p>Customer</p></p><br><p>Please help!</p>

My order #100696.",The product is not working. Poor quality. I want a replacement. ThanksCustomerPlease help! My order #100696.,Piegādes jautājumi
T000240,2023-12-15,C0035,Battery dies in 2 days,"My NordLock Pro dies in a day.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my iPhone",My NordLock Pro dies in a day. I tried new batteries and it still drains quickly. Please help ASAP. Sent from my iPhone,Citi jautājumi
T000318,2023-12-20,C0010,App cannot connect to WiFi,The app cannot connect to WiFi.<br>I tried resetting but it fails.<br>It worked once and then stopped.<br>Also: app won't connect.<br><br>Sent from my iPhone,The app cannot connect to WiFi.I tried resetting but it fails.It worked once and then stopped.Also: app won't connect.Sent from my iPhone,Kvalitātes problēmas
T000326,2023-12-21,C0058,Delivery delay,"My delivery is delayed.
Tracking shows pending.
Where is my order?

<p>Thanks</p><p>Customer</p>

Ref: TX-100774",My delivery is delayed. Tracking shows pending. Where is my order? ThanksCustomer Ref: TX-100774,Piegādes jautājumi
T000051,2023-11-28,C0125,Where is my order?,"My delivery is late.<br>Tracking shows pending.<br>This is taking too long.<br><br><p>Thanks</p><p>Customer</p>

My order #100325.",My delivery is late.Tracking shows pending.This is taking too long.ThanksCustomer My order #100325.,Piegādes jautājumi
T000316,2023-12-20,C0042,Where is my order?,"My delivery is late.<br>Tracking shows in transit for days.<br>Please update me.<br>Also: still not received.<br><br><br><br>--<br>NordTech Customer

My order #100512.",My delivery is late.Tracking shows in transit for days.Please update me.Also: still not received.--NordTech Customer My order #100512.,Piegādes jautājumi
T000319,2023-12-20,C0316,Can't open the door,"I am locked out — the lock will not unlock.
The app shows offline.
This is urgent.

<p>Thanks</p><p>Customer</p>",I am locked out — the lock will not unlock. The app shows offline. This is urgent. ThanksCustomer,Citi jautājumi
T000083,2023-12-02,C0023,Tracking shows no updates,"<p>My delivery is late.
Tracking shows in transit for days.
This is taking too long.
Also: tracking.

Sent from my Android device</p>

My order #100571.",My delivery is late. Tracking shows in transit for days. This is taking too long. Also: tracking. Sent from my Android device My order #100571.,Piegādes jautājumi
T000008,2023-11-21,C0166,Tracking shows no updates,My delivery is stuck.<br>Tracking shows pending.<br>Please update me.<br><br>Sent from my Android device,My delivery is stuck.Tracking shows pending.Please update me.Sent from my Android device,Piegādes jautājumi
T000241,2023-12-15,C0218,Can't open the door,"<p>I am stuck outside — the lock will not unlock.
The app shows not responding.
I can't get into my house.

<p>Thanks</p><p>Customer</p></p>

Ref: TX-101105",I am stuck outside — the lock will not unlock. The app shows not responding. I can't get into my house. ThanksCustomer Ref: TX-101105,Citi jautājumi
T000043,2023-11-27,C0307,Product defective,"The product is broken.
This should not happen.
I want a replacement.

<br><br>--<br>NordTech Customer",The product is broken. This should not happen. I want a replacement. --NordTech Customer,Kvalitātes problēmas
T000059,2023-11-29,C0012,Not working as expected,"The product is not working.
Poor quality.
Please help.

Sent from my iPhone

Order number: 100306",The product is not working. Poor quality. Please help. Sent from my iPhone Order number: 100306,Piegādes jautājumi
T000255,2023-12-16,C0046,Very disappointed,"<p>The product is defective.
This should not happen.
Please help.

—
Regards,
A very unhappy customer</p>

My order #100861.","The product is defective. This should not happen. Please help. — Regards, A very unhappy customer My order #100861.",Piegādes jautājumi
T000015,2023-11-23,C0065,Refund for my purchase,"I want to return this product.
It is not working.
I need my money back.
Also: RMA.

<p>Thanks</p><p>Customer</p>

My order #101197.",I want to return this product. It is not working. I need my money back. Also: RMA. ThanksCustomer My order #101197.,Naudas atgriešana
T000323,2023-12-20,C0099,Delivery delay,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>Sent from my Android device

My order #100258.",My delivery is late.Tracking shows no updates.Please update me.Sent from my Android device My order #100258.,Piegādes jautājumi
T000284,2023-12-18,C0307,I want a refund,"I want to get a refund for this product.<br>It is defective.<br>How do I start an RMA?<br><br><p>Thanks</p><p>Customer</p>

Ref: TX-101115",I want to get a refund for this product.It is defective.How do I start an RMA?ThanksCustomer Ref: TX-101115,Naudas atgriešana
T000131,2023-12-08,C0023,Battery problem with my lock,"My smart lock battery drains in a day.<br>I tried new batteries and it still dies.<br>This is unacceptable.<br><br>Sent from my iPhone

Order number: 100655",My smart lock battery drains in a day.I tried new batteries and it still dies.This is unacceptable.Sent from my iPhone Order number: 100655,Piegādes jautājumi
T000193,2023-12-12,C0238,I want a refund,I want to get a refund for this product.<br>It is not working.<br>How do I start an RMA?<br>Also: refund.<br><br>Sent from my Android device,I want to get a refund for this product.It is not working.How do I start an RMA?Also: refund.Sent from my Android device,Naudas atgriešana
T000203,2023-12-13,C0030,Can't connect the app,"The app will not connect to WiFi.<br>I tried reinstalling the app but it fails.<br>Please advise.<br><br><p>Thanks</p><p>Customer</p>

Order number: 101094",The app will not connect to WiFi.I tried reinstalling the app but it fails.Please advise.ThanksCustomer Order number: 101094,Kvalitātes problēmas
T000218,2023-12-13,C0031,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.
Also: battery dies.

<p>Thanks</p><p>Customer</p></p><br><p>Please help!</p>",My NordLock Pro battery drains in 48 hours. I tried new batteries and it still dies. I can't rely on this. Also: battery dies. ThanksCustomerPlease help!,Citi jautājumi
T000060,2023-11-29,C0039,I want a refund,"I want to get a refund for this product.
It is defective.
How do I start an RMA?

—
Regards,
A very unhappy customer","I want to get a refund for this product. It is defective. How do I start an RMA? — Regards, A very unhappy customer",Naudas atgriešana
T000236,2023-12-15,C0090,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still drains quickly.
Please help ASAP.

<br><br>--<br>NordTech Customer</p><br><p>This is unacceptable.</p>

Ref: TX-100171",My NordLock Pro dies in 48 hours. I tried new batteries and it still drains quickly. Please help ASAP. --NordTech CustomerThis is unacceptable. Ref: TX-100171,Citi jautājumi
T000304,2023-12-19,C0182,NordLock Pro pairing issue,"The app cannot connect to the lock.<br>I tried reinstalling the app but it fails.<br>Is there a fix?<br><br>Sent from my Android device

My order #100267.",The app cannot connect to the lock.I tried reinstalling the app but it fails.Is there a fix?Sent from my Android device My order #100267.,Kvalitātes problēmas
T000071,2023-11-30,C0178,Where is my order?,"My delivery is delayed.
Tracking shows no updates.
This is taking too long.

—
Regards,
A very unhappy customer

Order number: 100986","My delivery is delayed. Tracking shows no updates. This is taking too long. — Regards, A very unhappy customer Order number: 100986",Piegādes jautājumi
